Name,MinPrice,MaxPrice
Kagaman,"6,500","43,000"
Ajikitcho Bumbuan,"4,000","25,000"
Sumibi Kappo Ishii,"20,000","33,000"
Nishitemma Nakamura,"15,000","15,000"
Masuda,"3,500","18,000"
Yoshino,"5,500","14,000"
YUNiCO,"5,000","15,000"
Yonemasu,"22,000","22,000"
Sushidokoro Hirokawa,"15,000","17,000"
Naniwaryori Yu,"10,000","15,000"
LIAISON,"7,500","16,000"
ad hoc,"7,500","16,000"
Kappo Hashimoto,"7,000","13,000"
Yunagibashi Takoyasu,"24,000","34,000"
Yugen,"7,000","21,000"
Sushiroku,"12,000","16,500"
Alarde,"14,000","14,000"
Sushi Ohata,"24,000","24,000"
Shunsenwaraku Sanai,"11,000","14,000"
Maison Tateru Yoshino,"7,000","25,000"
Unkaku,"5,500","37,000"
Chi-Fu,"7,000","22,000"
Sushi Hoshiyama,"24,000","24,000"
Kamigamo Akiyama,"6,000","15,000"
Kyoryori Fujimoto,"3,500","15,000"
Kyoboshi,"14,000","14,000"
Muromachi Wakuden,"11,000","44,000"
MOTOÏ,"11,000","39,000"
Vena,"10,000","20,000"
Shun-ai Sasaki,"6,000","16,000"
Uozuya,"20,000","27,000"
Kyo Seika,"19,000","37,000"
Godan Miyazawa,"17,000","22,000"
Nijojo Furuta,"18,000","36,000"
Hiramatsu Kodaiji,"6,500","31,000"
Akai,"13,000","37,000"
Gion Mamma,"5,500","17,000"
Kentan Horibe,"8,000","22,000"
Ayanokoji Karatsu,"11,000","33,000"
Sushi Kappo Nakaichi,"10,000","30,000"
Nishijin Fujiyoshi,"4,000","11,000"
Droit,"19,000","19,000"
Oryori Hiwatashi,"10,000","25,000"
Gion Okada,"9,000","19,000"
Gosho Iwasaki,"12,000","18,000"
Tozentei,"6,000","33,000"
Sushi Rakumi,"25,000","28,000"
Oshikoji Okada,"5,500","11,000"
CAINOYA,"40,000","40,000"
Naruya,"23,000","40,000"
Reine des prés,"8,000","24,000"
La Biographie···,"13,000","43,000"
MUNI LA TERRASSE,"7,000","13,000"
Gion Nishimura,"16,000","26,000"
Kako Okamoto,"14,000","14,000"
Kodaiji Jugyuan,"19,000","64,000"
Gion Fukushi,"19,000","37,000"
NAKATSUKA,"8,000","15,000"
Kokyu,"8,500","26,000"
Kappo Hassun,"11,000","22,000"
Shuhaku,"6,000","18,000"
Shimogamo Saryo,"8,500","31,000"
Kanamean Nishitomiya,"25,000","25,000"
TAKAYAMA,"22,000","22,000"
Sokkon Fujimoto,"8,000","22,000"
Ryoriya Maekawa,"17,000","17,000"
Okina,"5,000","15,000"
Sanso Kyoyamato,"16,000","57,000"
Mirei,"8,000","17,000"
Aoike,"6,500","22,000"
cenci,"7,500","16,000"
Tominokoji Yamagishi,"44,000","44,000"
Gokomachi Tagawa,"22,000","22,000"
Oryori Mashita,"5,000","25,000"
MUNI ALAIN DUCASSE,"27,000","39,000"
Torisaki,"8,500","8,500"
Honke Tankuma Honten,"8,000","64,000"
Tempura Mizuki,"9,000","25,000"
Jiki Miyazawa,"6,500","20,000"
Gion Kajisho,"4,000","17,000"
Nakazen,"9,500","14,000"
Gion Kida,"25,000","30,000"
Gion Iwasaki,"6,500","25,000"
VELROSIER,"8,500","22,000"
Ogawa,"4,500","22,000"
Funaokayama Shimizu,"5,500","19,000"
Ichijoji Norihide,"5,500","33,000"
Sushi Hayashi,"14,000","22,000"
Kiyama,"13,000","25,000"
KOKE,"14,000","22,000"
Noguchi Tsunagu,"10,000","17,000"
Kinobu,"6,500","32,000"
HANA-Kitcho,"13,000","31,000"
LURRA˚,"31,000","31,000"
SEN,"13,000","25,000"
Gion Sushi Tadayasu,"11,000","28,000"
Yuyu,"6,000","17,000"
Bini,"8,500","19,000"
Aji Fukushima,"5,500","16,000"
Higashiyama Yoshihisa,"7,000","22,000"
muroi,"18,000","18,000"
Mokube,"11,000","22,000"
Kamanza Nagashima,"13,000","17,000"
Nikunotakumi Miyoshi,"48,000","48,000"
Ten-you,"3,000","17,000"
Sushi Matsumoto,"11,000","21,000"
Selby's,85,85
Plumed Horse,134,195
Rasa,88,88
The Village Pub,45,89
Pasta | Bar,165,165
Shin Sushi,130,160
Adega,199,199
Kenzo,210,210
La Toque,95,225
Auberge du Soleil,37,145
Sushi Shin,200,200
Chez TJ,225,225
Barndiva,55,90
Bell's,50,50
Kali,115,190
Six Test Kitchen,155,185
Madcap,110,110
Sushi I-NABA,50,220
Bistro Na’s,50,300
Jeune et Jolie,74,90
Sushi Yoshizumi,285,285
Wakuriya,148,148
Soichi,65,135
Sushi Tadokoro,37,120
Sushi | Bar Montecito,145,145
Maude,150,150
CUT,250,250
Nozawa Bar,195,195
Gucci Osteria da Massimo Bottura,130,195
Pasjoli,200,200
Rustic Canyon,97,97
Aubergine,205,205
Madera,78,129
Orsa & Winston,125,125
Q Sushi,150,300
Osteria Mozza,115,115
Phenakite,158,158
Shibumi,95,195
Morihiro,100,300
Mori Sushi,150,150
Le Comptoir,175,175
State Bird Provisions,90,90
The Progress,78,78
Sons & Daughters,225,225
Wako,95,135
jū-ni,165,165
Mister Jiu’s,75,75
Al's Place,83,88
Sorrel,110,148
Omakase,150,150
Niku Steakhouse,402,402
O' by Claude Le Tohic,175,250
Mourad,76,155
Angler SF,600,600
Kin Khao,55,70
Gary Danko,95,139
SPQR,39,120
Avery,89,189
Bar Crenn,85,165
The Shota,175,175
Spruce,75,75
Marlena,65,110
The Kitchen,155,155
Taco María,89,89
Knife Pleat,80,135
Hana re,200,300
Protégé,150,210
Hiša Denk,45,85
Dam,80,120
Gostilna Pri Lojzetu,75,95
Grič,67,110
Restavracija Atelje,24,120
Lai Heen,280,"1,200"
BingSheng Mansion,600,800
Suyab Courtyard・Pickmoon Gourmet,488,"3,000"
Lei Garden (Yuexiu),350,400
Jade River,"1,000","1,000"
BingSheng Private Kitchen,"1,000","1,000"
Wisca (Haizhu),500,500
Hongtu Hall,300,300
Lingnan House,800,800
Song,300,300
Yu Yue Heen,350,"1,288"
Famous Cuisine (Tianhe),200,200
Rêver,450,"1,680"
Imperial Treasure Fine Teochew Cuisine,400,800
PM & Vänner,"1,195","1,695"
Hotell Borgholm,700,"1,250"
ÄNG,"1,300","1,300"
Agrikultur,825,825
Sushi Sho,895,"1,495"
Ekstedt,"1,100","1,800"
Operakällaren,"1,600","1,900"
Aira,"1,295","2,750"
Etoile,"1,900","1,900"
bhoga,650,900
28+,780,"1,195"
Project,895,895
Koka,660,995
SK Mat & Människor,680,825
Under,"2,450","2,450"
Sabi Omakase,"1,950","1,950"
FAGN,800,"3,200"
Speilsalen,"1,295","2,250"
Credo,"1,800","1,800"
Bare,"1,200","1,850"
Kontrast,"1,450","1,950"
Omakase by Vladimir Pak,"1,850","1,850"
Statholdergaarden,"1,255","1,995"
DILL,"15,900","15,900"
Inari,100,150
Olo,109,159
Palace,180,200
Grön,86,124
Ora,94,94
Demo,78,105
Finnjävel Salonki,89,104
Ti Trin Ned,"1,200","1,200"
Dragsholm Slot Gourmet,"1,400","1,600"
Me|Mu,950,"3,300"
LYST,"2,300","2,300"
Kadeau Bornholm,"1,600","1,950"
Frederiksminde,600,"1,500"
Syttende,"1,795","1,795"
Gastromé,900,"1,800"
Frederikshøj,"2,000","2,000"
Domestic,645,"1,500"
Substans,450,"1,500"
Søllerød Kro,545,"1,795"
formel B,650,995
Alouette,995,995
Marchal,450,"3,145"
Kokkeriet,900,"1,200"
Kiin Kiin,550,"1,350"
The Samuel,"1,800","1,800"
Boškinac,590,890
Draga di Lovrana,395,590
Nebo,890,"1,250"
Monte,794,"1,044"
Pelegrini,760,955
Noel,280,950
Agli Amici Rovinj,830,"1,050"
Alfred Keller,545,780
LD Restaurant,450,970
Restaurant 360,680,980
Stand,"16,500","34,500"
essência,"5,500","41,900"
Borkonyha Winekitchen,"12,750","23,000"
Babel,"29,900","29,900"
Salt,"26,500","29,500"
Costes,"29,000","41,500"
Costes Downtown,"7,900","31,500"
Braci,78,228
Burnt Ends,100,250
Summer Palace,250,250
Sommer,68,228
Cure,128,228
Iggy's,105,285
Cut,350,350
Sushi Kimura,180,400
Cloudstreet,218,318
Hill Street Tai Hwa Pork Noodle,10,10
Lerouy,58,178
Whitegrass,98,268
Putien (Kitchener Road),100,100
Alma,78,258
Chef Kang's,100,120
Oshino,180,500
Esora,268,338
Buona Terra,88,178
28 Wilkie,228,228
Labyrinth,148,218
Lei Garden,48,188
Shang Palace,78,328
Meta,208,288
Ma Cuisine,108,388
Art,58,208
Imperial Treasure Fine Teochew Cuisine (Orchard),50,128
Garibaldi,48,218
Béni,108,268
Shinji (Tanglin Road),125,550
Basque Kitchen by Aitor,158,248
Table65,178,178
Thevar,198,198
Jag,175,298
Rhubarb,68,168
Nouri,148,220
Corner House,118,248
Candlenut,78,98
Sushi Ichi,120,430
Shinji (Bras Basah Road),90,650
Summer Pavilion,78,200
Terra,128,408
Molino de Urdániz,"2,580","3,980"
T+T,"1,850","2,600"
A Cut,"1,200","7,600"
Tien Hsiang Lo,"2,000","8,800"
Danny's Steakhouse,"1,850","6,000"
Longtail,"2,480","2,980"
Sushi Akira,"3,500","5,500"
Impromptu by Paul Lee,"3,200","3,200"
Sushi Nomura,"3,000","10,000"
Forchetta,"1,980","3,800"
Sur-,"2,500","2,500"
Mudan,"6,500","6,500"
Fujin Tree Taiwanese Cuisine & Champagne (Songshan),"2,000","2,000"
Oretachi No Nikuya,"4,000","4,000"
Ken Anhe,"4,800","7,200"
Fleur de Sel,"3,500","5,880"
De Nuit,"3,500","4,200"
Golden Formosa,"2,500","2,500"
Sushi Ryu,"3,000","7,000"
Ming Fu,"2,000","2,000"
Mountain and Sea House,"1,200","5,000"
Mipon,"2,500","3,800"
Da-Wan,"5,000","5,000"
Ya Ge,"1,680","8,800"
Kitcho,"4,500","7,000"
The Four Horsemen,60,85
Hirohisa,75,160
Estela,60,100
Tuome,75,75
Sushi Amane,250,250
Claro,50,50
Tsukimi,195,195
Vestry,103,103
Peter Luger,150,150
Wallsé,150,150
Francie,90,90
Casa Mono,75,75
Le Jardinier,85,115
Sushi Ginza Onodera,100,445
Noda,315,315
Kochi,75,75
Crown Shy,45,90
Sushi Noz,175,325
Blue Hill,95,108
Kajitsu,120,120
The Musket Room,66,98
ZZ’s Clam Bar,150,150
Oxalis,40,105
Oxomoco,50,75
Jua,130,130
Meadowsweet,60,75
The River Café,54,175
Marea,63,150
odo,125,200
Le Coucou,150,185
Kanoyama,75,75
Cote,84,180
Ai Fiori,54,150
Rezdôra,60,90
Bâtard,69,94
Caviar Russe,150,150
Contra,89,89
L’Appart,185,185
Sushi Yasuda,100,400
Tempura Matsui,40,230
Gramercy Tavern,99,189
Casa Enrique,60,60
Sushi Nakazawa,100,150
Jeju Noodle Bar,50,50
Don Angie,75,75
The Clocktower,65,100
Kosaka,145,155
Carbone,150,150
Next,175,255
Porto,175,175
Boka,95,165
Parachute,75,75
Omakase Yume,150,150
Elizabeth,150,150
Goosefoot,165,165
Elske,90,115
Topolobampo,100,140
Mako,175,175
Sepia,75,85
EL Ideas,150,150
Schwa,160,160
North Pond,76,95
Temporis,175,175
Métier,200,255
Sushi Taro,300,300
Sushi Nakazawa,120,150
The Dabney,50,50
Tail Up Goat,50,50
Fiola,150,225
Little Pearl,85,85
Plume,106,120
Komi,165,165
Masseria,168,350
Maydān,65,75
Rooster & Owl,65,65
Elcielo D.C.,195,228
Bresca,84,130
Cranes,60,100
Rose’s Luxury,75,85
Xiquet,60,130
Gravitas,80,150
Kinship,145,145
Noble,37,88
Herberg Onder de Linden,65,120
Zarzo,60,150
Katseveer,69,111
Valuas,45,90
RIJKS®,55,120
The Millèn,30,105
Brienen aan de Maas,40,128
Olivijn,60,130
MOS,60,105
Posthoorn,75,105
't Raedthuys,55,120
De Gieser Wildeman,57,122
Basiliek,75,125
ONE,59,130
Wollerich,70,100
Kaatje bij de Sluis,78,105
Beluga Loves You,90,180
Daalder,38,135
The White Room by Jacob Jan Boerma,49,129
Le Restaurant,85,110
Wolfslaar,67,110
Amarone,40,150
De Moerbei,63,100
De Nieuwe Winkel,55,95
Derozario,55,161
Pieters Restaurant,45,110
De Swarte Ruijter,72,130
De Kromme Dissel,85,152
Sense,47,112
Lastage,54,99
ML,68,98
De Heeren van Harinxma,53,93
Vinkeles,125,195
Het Roode Koper,60,100
Graphite by Peter Gast,70,150
Voltaire,95,120
Mijn Keuken,49,140
Sinne,48,98
The Duchess,49,150
Perceel,50,135
Merlet,79,139
Monarh,52,127
Het Koetshuis,74,125
Calla's,49,130
De Nederlanden,67,150
Spetters,48,130
Da Vinci,75,117
Kasteel Heemstede,85,135
't Lansink,99,119
Ratatouille Food & Wine,75,250
Rantrée,50,115
Vista,45,150
De Burgemeester,75,135
De Vlindertuin,80,100
Fitzgerald,46,190
Bougainville,105,224
't Vlasbloemeken,43,121
't Amsterdammertje,56,115
FG Food Labs,50,129
Wiesen,49,99
La Provence,65,105
Cheval Blanc,49,125
De Bloemenbeek,38,125
Rijnzicht,100,120
Zout & Citroen,37,99
De Leuf,60,145
RON Gastrobar,30,190
Tout à Fait,55,145
Apicius,55,85
AIRrepublic,135,135
Tilia,39,88
Meliefste,90,140
Soigné,61,88
Tante Koosje,63,125
Vermeer,70,100
Eden,60,105
Versaen,70,90
Noble Kitchen,37,90
Bolenius,49,140
Wils,45,90
OONIVOO,45,100
O&O,125,185
Joelia,63,175
Yamazato,150,195
Zeezout,36,79
Marrees,50,140
Bij Jef,155,155
Latour,70,113
Aan de Zweth,45,125
Flicka,65,115
Kilian Stuba,110,140
Torkel,84,138
Locanda Barbarossa,168,210
La Miranda Gourmet Stübli,115,155
PRISMA AT FOCUS,115,175
Les Saisons,79,175
Le Murenberg,50,125
Seerestaurant Belvédère,98,189
Damien Germanier,82,220
Tsé Fung,78,188
Sommet,140,204
Alpenblick,135,195
Auberge de la Croix Blanche,95,135
Talvo by Dalsass,82,215
Les Ateliers,76,178
Bayview by Michel Roth,76,263
Alpenblick - Stuba,93,135
Galleria Arté al Lago,115,135
Le Berceau des Sens,50,125
Sihlhalde,68,156
Locanda Orico,50,135
Attisholz - le feu,75,145
La Brezza,135,180
Rössli - Jägerstübli,195,195
Wirtshaus Zur Säge,120,120
Café Berra,88,190
roots,59,189
Die Rose,110,190
Regina Montium,125,165
L'Aparté,59,138
Neue Blumenau,60,175
the K by mauro colagreco,218,450
Le Chat-Botté,75,220
Truube,110,145
Principe Leopoldo,68,144
Jägerhof,70,170
Traube,68,180
La Rôtisserie,125,160
L'Etoile - Nova,79,189
1904 Designed by Lagonda,175,250
Panorama - Cayenne,118,133
La Riva,46,210
Tosca,69,200
Table de Mary,69,135
Sternen - Badstube,52,142
La Table du Lausanne Palace,78,198
L'OURS,155,205
Du Cerf,85,185
EquiTable,105,180
Le Flacon,55,125
Mammertsberg,140,180
Le Pérolles,78,188
Neue Taverne,76,130
Steinhalle,97,147
Osteria TRE,176,176
Le 42,115,140
La Table d'Adrien,145,205
Gasthaus Zum Gupf,118,164
Chesa Stüva Colani,120,180
Sonne,75,174
Schlüssel,95,160
Verve by Sven,65,140
La Chaumière by Serge Labrosse,44,165
After Seven,159,199
Le Café Suisse,115,170
Le Cigalon,56,165
Vivanda,200,250
Ornellaia,64,190
Zum Äusseren Stand,95,145
The Japanese Restaurant,160,220
The Japanese by The Chedi,95,140
Zur Gedult,95,140
Guarda Val,115,185
Il Lago,78,169
Maison Manesse,46,160
Löwen - Apriori,62,198
I Due Sud,80,198
Alpine Gourmet Prato Borni,110,170
IGNIV Zürich by Andreas Caminada,76,248
dasRestaurant,105,145
Sushi Shin,125,299
META,110,122
UniQuisine Atelier,150,180
Denis Martin,280,360
L'Ermitage,85,285
Gasthaus zum Kreuz,62,148
Segreto,110,150
Le MontBlanc,55,189
GÜTSCH by Markus Neff,145,165
Schlüssel - Nidbergstube,75,190
Bel Etage,77,175
La Table d'Antonio Salvatore au Rampoldi,145,220
Yannick Alléno à l’Hôtel Hermitage Monte-Carlo,68,235
Le Blue Bay,140,180
Yoshi,54,240
Le Grill,70,210
Le Georges,59,124
Pages,65,220
L'Arcane,55,165
Hostellerie de Levernois,80,149
Trente-Trois,68,118
L'Auberge de Bagatelle,48,105
Mavrommatis,78,135
Reflet d'Obione,35,95
Côté Jardin,55,90
L'Ardoise du Marché,28,75
Le Duèze - Château de Mercuès,140,185
Cyril Attrazic,50,120
Le Saint-Estève,135,185
Abri,45,70
Le Cénacle,39,115
Le Vieux Logis,60,140
L'Amaryllis,40,130
Yoshinori,50,150
À Contre Sens,31,72
Intuition,48,84
Le Restaurant du Cerisier,55,110
The Marcel,88,102
Têtedoie,48,140
Au Vieux Couvent,39,144
Holen,42,105
Dan B. - La Table de Ventabren,71,135
La Chaumière,80,120
La Mirande,90,190
Restaurant De Lauzun,72,115
L'Épuisette,80,155
Jacques Faussat,45,114
Auberge de la Tour,79,109
Shabour,64,96
NESO,135,180
Le Chantecler,110,190
Le Quincangrogne,45,95
Château de la Treyne,55,170
Auberge St-Jean,62,88
Umami,65,75
G.a. au Manoir de Rétival,100,250
Brikéténia,42,108
Jean-Claude Leclerc,40,120
Villa Salone,58,98
La Meynardie,37,93
Aigue Marine,28,120
Le Bec au Cauchois,39,104
L'Éveil des Sens,28,82
La Table de Chaintré,42,69
L'Innocence,44,95
Äponem - Auberge du Presbytère,125,125
Auberge du Cellier,21,85
L'Escarbille,42,83
L'Atelier Yssoirien,50,110
La Table des Frères Ibarboure,55,130
Tomy & Co,62,85
Tour d'Argent,110,380
Jean-Marc Pérochon,28,116
Restaurant H,75,95
Le Mas Bottero,30,90
L'Oiseau Bleu,50,110
Kasbür,35,115
Saisons,60,140
Pastis,40,57
Pierre,36,108
Aida,280,280
L'Aspérule,38,120
Le Patio,55,130
Entre Vigne et Garrigue,88,135
Le Panoramique - Domaine de la Corniche,49,98
Les Fresques - Hôtel Royal,80,145
U Santa Marina,78,165
Quinsou,42,122
L'Orchidée,55,95
L'Arbre au Soleil,59,109
L'Aromate,90,120
L'Auberge de Montmin,110,110
Le Moulin de l'Abbaye,55,120
Les Plaisirs Gourmands,40,92
L'Impertinent,92,112
Domaine d'Auriac,50,140
Le Violon d'Ingres,55,140
La Chapelle - Château Saint-Jean,155,195
Thierry Schwartz - Le Restaurant,59,155
Stéphane Tournié,35,110
Le Pavillon des Boulevards,45,140
Les Trois Dômes,83,170
Castel Marie-Louise,76,125
L'Atelier du Peintre,39,110
La Grange de Belle-Église,27,167
La Marande,35,105
L'Or Q'idée,72,83
L'Essentiel,52,130
Apicius,95,330
Côté Cuisine,28,70
La Table du Boisniard,41,90
L'Écrin,175,735
Alain Llorca,59,185
La Table de l'Ours,95,165
Saisons,34,95
La Bastide de Moustiers,70,98
La Vieille Fontaine,42,180
Baieta,52,105
Hostellerie Les Gorges de Pennafort,89,170
Le Prieuré,52,117
L'Amphitryon,35,180
L'Opidom,38,79
Le Bon Accueil,28,97
Le Faham by Kelly Rangama,69,97
La Gouesnière - Maison Tirel-Guérin,45,125
Les Sources de Fontbelle,35,92
Pertinence,55,190
Hedone,68,110
La Robe,24,80
Château de Mazan,42,95
Leclere,45,60
Les Voiles d'Or,36,85
L'Orée de la Forêt,65,125
L'Étang du Moulin,80,150
Louis,42,110
Chez Michèle,27,150
Restaurant de Tourrel,98,150
La Renaissance,38,105
La Sommelière,82,82
Les Trois Rochers,55,115
Hostellerie de la Pointe St-Mathieu,49,105
Le P'tit Polyte,79,115
Sola,85,120
Elsa,78,158
Aux Terrasses,35,110
La Scène Thélème,56,132
L'Arnsbourg,49,139
Les Pêcheurs,130,155
Auberge St-Walfrid,88,136
Le Champ des Lunes,88,145
Le Foch,37,125
Auberge du Cep,26,84
Les Terraillers,79,168
Le Sérac,55,68
Les Bories,96,96
La Réserve Rimbaud,40,110
Girardin - Gastronomique,120,155
Le Raisin,36,95
Alcyone,99,139
Oxte,55,95
La Mare aux Oiseaux,62,120
Maison Chabran - La Grande Table,95,149
Vieux Pont,62,98
Accents Table Bourse,52,125
Lasserre,145,272
La Rotonde des Trésoms,69,139
La Flibuste,75,165
Prairial,64,98
Sushi B,78,190
La Table de La Butte,79,165
Le Moulin de la Gorce,95,115
Auberge du Pont,33,160
Septime,65,110
Le Chiberta,120,220
Les Berceaux,51,98
Anne,39,150
L'Atlantide 1874 - Maison Guého,45,130
Jérôme Nutile,52,190
Le Bénaton,35,141
Le Jardin Secret,38,80
La Ville Blanche,55,98
Qui Plume la Lune,60,120
Maison Tiegezh,39,93
MoSuke,55,110
Les Loges,115,135
Le Mascaret,26,106
L'Odas,39,130
Moulin de la Tardoire,26,69
Le Fanal,38,110
Les Fresques - Château des Vigiers,55,120
Comice,104,110
La Petite Maison de Cucuron,65,95
Assa,64,116
L'Or Bleu,95,149
Au 14 Février,98,98
Likoké,54,155
LuluRouget,45,105
Auberge des Templiers,59,160
Les Ducs de Lorraine,50,190
Étude,45,150
Le Refuge des Gourmets,75,110
Le Grand Cerf,39,160
Le Rigmarole,79,79
Mickaël Féval,53,110
Auberge La Fenière,120,160
Le Figuier de Saint-Esprit,55,200
Baumanière 1850,195,245
Aux Pesked,58,105
Le Cerf,51,119
Grand Hôtel du Lion d'Or,64,170
Allium,34,118
Les Funambules,34,75
Jin,170,500
Les Apothicaires,43,96
Au 14 Février,75,98
Le M,52,120
L'Ostal,35,98
L'Almandin,49,125
La Marine,56,130
Pont de l'Ouysse,45,136
Au Gourmet,29,82
1912 - Les Cures Marines,85,145
Marcore,95,120
Château de Courban,69,129
Benoit,39,114
L'Arôme,65,185
L'Esquisse,55,90
Le Pavé d'Auge,45,84
La Magdeleine - Mathias Dandine,75,170
Shang Palace,78,150
Val d'Auge,45,114
Le Petit Hôtel du Grand Large,60,100
L'Atelier de Joël Robuchon - Étoile,49,230
Le Kaïku,45,90
La Dune du Château de Sable,45,169
Le Verbois,75,160
Pavyllon,68,235
La Table des Blot - Auberge du Château,75,85
Gaya par Pierre Gagnaire,58,110
L'Atelier de Joël Robuchon - St-Germain,160,175
Pilgrim,45,150
Azimut,45,108
La Table de la Bergerie,30,80
Julien Binz,72,105
Le Royal,140,280
Agapé,54,195
L'Émulsion,65,90
Le Saint-James,59,170
Miraflores,150,150
Skab,50,148
Ithurria,49,94
Auberge St-Laurent,35,95
L'Archeste,60,190
Signature,32,110
"114, Faubourg",130,150
Auberge de l'Abbaye,70,105
Le Vivier,36,120
La Table de Nans,85,120
L'Oiseau Blanc,95,225
Le Hittau,36,92
La Tour des Vents,54,97
Le Prieuré,49,99
La Table d'Hôtes - Le Quatrième Mur,170,170
La Table d'Olivier,51,93
Pantagruel,45,85
Ed.Em,40,90
Ochre,55,115
La Table de Patrick Raingeard,130,190
La Table de Xavier Mathieu,130,230
Les Climats,49,140
Auberge de la Charme,50,96
JAN,91,145
Les Oliviers,80,149
Le Village,64,255
Le Pavillon - Hôtel Westminster,100,130
Alan Geaam,58,128
Nicolas Carro - Hôtel de Carantec,33,120
Divellec,170,170
Maison Decoret,48,140
Château du Mont Joly,49,115
1741,45,155
Au Déjeuner de Sousceyrac,30,100
La Table Breizh Café,55,95
Toya,52,120
Fontevraud Le Restaurant,75,75
Loiseau des Ducs,55,128
Rustique,80,80
Ô Saveurs,30,98
Racines,39,80
Les Agitateurs,49,119
Hostellerie de l'Abbaye de la Celle,57,112
Au Souper Fin,52,95
Clovis,54,120
Atmosphères,60,160
Tentazioni,35,95
Armani Ristorante,150,200
A Casa di Ma,130,175
Ima,55,100
Maison Kieny,65,125
Hostellerie la Montagne,28,110
Les Explorateurs - Hôtel Pashmina,95,180
Le Colombier,40,90
Le Passe Temps,59,109
Hervé Busset,40,110
L'Écrin de Yohann Chapuis,75,175
Château de Pray,59,120
En Pleine Nature,32,82
Château de Sully,69,119
Yam'Tcha,150,150
Il Cortile,36,115
Le Cap,158,200
Oka,130,130
La Table de Philippe Girardon,80,145
Guy Lassausaie,78,125
Flaveurs,38,98
La Pomme d'Api,29,123
Terre-Mer au Domaine de Kerdrain,37,95
Helen,48,170
L'O des Vignes,34,100
Mon Plaisir,49,110
Le Pot d'Étain,42,126
Le Relais des Moines,59,118
Les Terrasses de Lyon,49,120
Ivan Vautier,48,120
Le Brittany,85,160
La Dame de Pic,90,165
Le France,26,94
Le Manoir du Lys,75,120
La Bastide Saint-Antoine,72,193
Moulin d'Alotz,78,104
Les Rosiers,40,125
Le Sergent Recruteur,49,160
Auberge de la Brie,64,95
Automne,45,125
L'Orangerie,85,165
Le Belvédère,48,118
La Gourmandière - La Table d'Olivier,62,95
Le Manoir de la Régate,40,100
Le Haut-Allier,58,110
Michel Trama,85,210
La Huchette,68,110
Maximin Hellio,48,120
Le Millénaire,45,160
L'Atelier Alexandre Bousquet,42,105
Le Sénéchal,50,155
Ursus,98,148
La Table d'Hôtes - La Rôtisserie du Chambertin,55,85
L'Ours,60,120
Logis de la Cadène,44,105
Le Grand Cap,45,115
Jérémy Galvan,65,125
Gordon Ramsay au Trianon,149,189
SEPT,78,120
Nakatani,85,165
ONA,116,116
Maison Hache,46,135
En Marge,39,150
Le Clair de la Plume,115,135
Jérôme Feck,69,132
Au Crocodile,98,138
L'Auberge de St-Rémy-de-Provence - Fanny Rey & Jonathan Wahid,200,200
La Liégeoise,56,99
Auberge de l'Île Barbe,65,165
Lucas Carton,75,185
Un Parfum de Gourmandise,58,89
Cibo,34,100
L'Ekrin by Laurent Azoulay,115,215
La Palmeraie - Château de Valmer,85,155
La Balette,60,150
Duende,160,205
L'Oustalet,64,120
Le Pily,35,78
La Nouvelle Auberge,45,87
L'Anthocyane,30,85
La Promenade,110,110
Choko Ona,26,72
Le Jardin des Plumes,59,120
Palais Royal Restaurant,75,180
L'Aupiho - Domaine de Manville,60,145
La Table de la Mainaz,99,139
Frédéric Molina au Moulin de Léré,68,98
Le Carré d'Alethius,35,110
Solstice,75,120
Avel Vor,38,118
La Rotonde,49,139
Château de Vault de Lugny,69,149
Pertica,64,110
Ze Kitchen Galerie,48,115
La Closerie,43,78
Frenchie,65,105
L'Auberge Basque,60,122
Domaine du Colombier,65,135
La Condesa,45,125
Le Gourmet de Sèze,40,115
Le Panoramic,115,115
Pur' - Jean-François Rouquette,175,240
Bruno,83,195
La Bonne Auberge,65,140
Vincent Favre Félix,79,130
Château Blanchard,69,130
Le Puits du Trésor,60,120
Transparence - La Table de Patrick Fréchin,40,90
L'Empreinte,35,99
René'Sens par Jean-François Bérard,42,135
La Ribaudière,56,122
L'Essentiel,35,79
Dominique Bouchet,68,145
L'Observatoire du Gabriel,49,160
Le Marcq,34,76
La Table du Gourmet,55,162
L'Axel,50,160
Auberge Grand'Maison,61,77
Lait Thym Sel,92,92
La Grande Cascade,105,215
Haut Bonheur de la Table,48,60
Le Baudelaire,62,150
Les Genêts,29,75
La Barbacane,45,130
Colette,106,146
Le Charlemagne,70,100
La Table d'Uzès,72,125
Soléna,39,98
Albert 1er,85,176
Pollen,35,80
L'Hysope,53,145
Le Jardin de Berne,120,260
La Table - Hôtel Clarance,55,115
La Table des Merville,35,110
La Table du Connétable - Auberge du Jeu de Paume,105,145
Le Donjon - Domaine Saint-Clair,35,110
Le Corot,95,150
Restaurant Pierre Grein,100,150
La Mère Germaine,70,130
La Table de Castigno,55,110
La Table de la Ferme,305,305
Le Prince Noir - Vivien Durand,60,125
Buerehiesel,46,119
Villa de l'Étang Blanc,40,85
Le Gindreau,75,159
Auberge au Bœuf,38,102
Fleur de Pavé,45,110
Auberge de Montfleury,30,98
Pierre Reboul,89,159
La Bonne Étape,88,135
Le George,70,135
Alliance,59,195
Nomicos,55,162
Roscanvec,38,110
Château d'Adoménil,75,160
Table - Bruno Verjus,180,400
Aspic,95,95
L'Aquarelle,56,130
